"","sample_year","sample_date","project_code","trip_no","effort_no","submitter_sample_id","management_area_code","location_code","fishery_code","gear_type","gear_code","submitter_specimen_id","date_sampled","field_species_code","length","length_type_code","weight","weight_type_code","gender_code","maturity_code","specimen_comment","Bin","BinLocation","ADUID"
"1356",2017,2017-07-19,"SO1","0327","KS17-5591","KS17058200201707190327","KNE","K02","CO","Dredge","22",16,2017-07-19,"850",150,"SH",NA,"WH",NA,NA,NA,"(149,151]","K02 (149,151]","17K5591~327"
"1358",2017,2017-07-16,"SO1","0317","KS17-5591","KS17058200201707160317","KNE","K02","CO","Dredge","22",1,2017-07-16,"850",150,"SH",NA,"WH",NA,NA,NA,"(149,151]","K02 (149,151]","17K5591~317"
"1361",2017,2017-07-19,"SO1","0323","KS17-5591","KS17058200201707190323","KNE","K02","CO","Dredge","22",3,2017-07-19,"850",142,"SH",NA,"WH",NA,NA,NA,"(141,143]","K02 (141,143]","17K5591~323"
"1365",2017,2017-07-20,"SO1","0347","KS17-5591","KS17058200201707200347","KNE","K02","CO","Dredge","22",2,2017-07-20,"850",142,"SH",NA,"WH",NA,NA,NA,"(141,143]","K02 (141,143]","17K5591~347"
"1366",2017,2017-07-19,"SO1","0323","KS17-5591","KS17058200201707190323","KNE","K02","CO","Dredge","22",13,2017-07-19,"850",127,"SH",NA,"WH",NA,NA,NA,"(125,131]","K02 (125,131]","17K5591~323"
"1369",2017,2017-10-17,"SO1","0018","KS17-5623","KS17058200201710170018","KNE","K02","CO","Dredge","22",7,2017-10-17,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","K02 (125,131]","17K5623~018"
"1371",2017,2017-07-19,"SO1","0323","KS17-5591","KS17058200201707190323","KNE","K02","CO","Dredge","22",43,2017-07-19,"850",120,"SH",NA,"WH",NA,NA,NA,"(119,121]","K02 (119,121]","17K5591~323"
"1376",2017,2017-07-19,"SO1","0329","KS17-5591","KS17058200201707190329","KNE","K02","CO","Dredge","22",51,2017-07-19,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","K02 (99,101]","17K5591~329"
"1377",2017,2017-07-19,"SO1","0323","KS17-5591","KS17058200201707190323","KNE","K02","CO","Dredge","22",53,2017-07-19,"850",100,"SH",NA,"WH",NA,NA,NA,"(99,101]","K02 (99,101]","17K5591~323"
"1381",2017,2017-07-19,"SO1","0327","KS17-5591","KS17058200201707190327","KNE","K02","CO","Dredge","22",56,2017-07-19,"850",144,"SH",NA,"WH",NA,NA,NA,"(143,145]","K02 (143,145]","17K5591~327"
"1382",2017,2017-07-19,"SO1","0325","KS17-5591","KS17058200201707190325","KNE","K02","CO","Dredge","22",7,2017-07-19,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K02 (143,145]","17K5591~325"
"1386",2017,2017-07-19,"SO1","0325","KS17-5591","KS17058200201707190325","KNE","K02","CO","Dredge","22",17,2017-07-19,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","K02 (115,117]","17K5591~325"
"1391",2017,2017-07-19,"SO1","0331","KS17-5591","KS17058200201707190331","KNE","K02","CO","Dredge","22",59,2017-07-19,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K02 (105,107]","17K5591~331"
"1392",2017,2017-07-19,"SO1","0325","KS17-5591","KS17058200201707190325","KNE","K02","CO","Dredge","22",57,2017-07-19,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K02 (105,107]","17K5591~325"
"1396",2017,2017-07-19,"SO1","0327","KS17-5591","KS17058200201707190327","KNE","K02","CO","Dredge","22",6,2017-07-19,"850",157,"SH",NA,"WH",NA,NA,NA,"(155,157]","K02 (155,157]","17K5591~327"
"1401",2017,2017-07-19,"SO1","0329","KS17-5591","KS17058200201707190329","KNE","K02","CO","Dredge","22",11,2017-07-19,"850",139,"SH",NA,"WH",NA,NA,NA,"(137,139]","K02 (137,139]","17K5591~329"
"1406",2017,2017-07-19,"SO1","0329","KS17-5591","KS17058200201707190329","KNE","K02","CO","Dredge","22",41,2017-07-19,"850",91,"SH",NA,"WH",NA,NA,NA,"(89,91]","K02 (89,91]","17K5591~329"
"1411",2017,2017-07-19,"SO1","0331","KS17-5591","KS17058200201707190331","KNE","K02","CO","Dredge","22",9,2017-07-19,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","K02 (135,137]","17K5591~331"
"1416",2017,2017-07-19,"SO1","0331","KS17-5591","KS17058200201707190331","KNE","K02","CO","Dredge","22",49,2017-07-19,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","K02 (111,113]","17K5591~331"
"1421",2017,2017-07-20,"SO1","0345","KS17-5591","KS17058200201707200345","KNE","K02","CO","Dredge","22",11,2017-07-20,"850",152,"SH",NA,"WH",NA,NA,NA,"(151,153]","K02 (151,153]","17K5591~345"
"1426",2017,2017-07-26,"SO1","0465","KS17-5591","KS17058200201707260465","KNE","K06","CO","Dredge","22",16,2017-07-26,"850",153,"SH",NA,"WH",NA,NA,NA,"(151,153]","K06 (151,153]","17K5591~465"
"1427",2017,2017-07-23,"SO2","0405","KS17-5591","KS17058200201707230405","KNE","K06","CO","Dredge","22",4,2017-07-23,"850",153,"SH",NA,"WH",NA,NA,NA,"(151,153]","K06 (151,153]","17K5591~405"
"1428",2017,2017-07-26,"SO1","0471","KS17-5591","KS17058200201707260471","KNE","K06","CO","Dredge","22",2,2017-07-26,"850",153,"SH",NA,"WH",NA,NA,NA,"(151,153]","K06 (151,153]","17K5591~471"
"1429",2017,2017-07-21,"SO1","0360","KS17-5591","KS17058200201707210360","KNE","K06","CO","Dredge","22",6,2017-07-21,"850",153,"SH",NA,"WH",NA,NA,NA,"(151,153]","K06 (151,153]","17K5591~360"
"1431",2017,2017-07-21,"SO1","0360","KS17-5591","KS17058200201707210360","KNE","K06","CO","Dredge","22",16,2017-07-21,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","K06 (123,125]","17K5591~360"
"1433",2017,2017-07-21,"SO1","0362","KS17-5591","KS17058200201707210362","KNE","K06","CO","Dredge","22",10,2017-07-21,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","K06 (123,125]","17K5591~362"
"1435",2017,2017-07-21,"SO2","0364","KS17-5591","KS17058200201707210364","KNE","K06","CO","Dredge","22",8,2017-07-21,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","K06 (123,125]","17K5591~364"
"1436",2017,2017-07-26,"SO1","0465","KS17-5591","KS17058200201707260465","KNE","K06","CO","Dredge","22",56,2017-07-26,"850",108,"SH",NA,"WH",NA,NA,NA,"(107,109]","K06 (107,109]","17K5591~465"
"1437",2017,2017-07-21,"SO1","0360","KS17-5591","KS17058200201707210360","KNE","K06","CO","Dredge","22",46,2017-07-21,"850",109,"SH",NA,"WH",NA,NA,NA,"(107,109]","K06 (107,109]","17K5591~360"
"1441",2017,2017-07-21,"SO1","0360","KS17-5591","KS17058200201707210360","KNE","K06","CO","Dredge","22",56,2017-07-21,"850",95,"SH",NA,"WH",NA,NA,NA,"(93,95]","K06 (93,95]","17K5591~360"
"1443",2017,2017-07-21,"SO1","0362","KS17-5591","KS17058200201707210362","KNE","K06","CO","Dredge","22",50,2017-07-21,"850",95,"SH",NA,"WH",NA,NA,NA,"(93,95]","K06 (93,95]","17K5591~362"
"1446",2017,2017-07-22,"SO1","0378","KS17-5591","KS17058200201707220378","KNE","K06","CO","Dredge","22",1,2017-07-22,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K06 (103,105]","17K5591~378"
"1447",2017,2017-07-26,"SO1","0474","KS17-5591","KS17058200201707260474","KNE","K06","CO","Dredge","22",53,2017-07-26,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K06 (103,105]","17K5591~474"
"1451",2017,2017-07-21,"SO1","0366","KS17-5591","KS17058200201707210366","KNE","K06","CO","Dredge","22",44,2017-07-21,"850",93,"SH",NA,"WH",NA,NA,NA,"(91,93]","K06 (91,93]","17K5591~366"
"1452",2017,2017-07-21,"SO1","0362","KS17-5591","KS17058200201707210362","KNE","K06","CO","Dredge","22",60,2017-07-21,"850",92,"SH",NA,"WH",NA,NA,NA,"(91,93]","K06 (91,93]","17K5591~362"
"1456",2017,2017-07-23,"SO1","0407","KS17-5591","KS17058200201707230407","KNE","K06","CO","Dredge","22",14,2017-07-23,"850",161,"SH",NA,"WH",NA,NA,NA,"(159,161]","K06 (159,161]","17K5591~407"
"1457",2017,2017-07-21,"SO2","0364","KS17-5591","KS17058200201707210364","KNE","K06","CO","Dredge","22",1,2017-07-21,"850",160,"SH",NA,"WH",NA,NA,NA,"(159,161]","K06 (159,161]","17K5591~364"
"1461",2017,2017-07-23,"SO2","0405","KS17-5591","KS17058200201707230405","KNE","K06","CO","Dredge","22",8,2017-07-23,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","K06 (115,117]","17K5591~405"
"1462",2017,2017-07-21,"SO2","0364","KS17-5591","KS17058200201707210364","KNE","K06","CO","Dredge","22",9,2017-07-21,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","K06 (115,117]","17K5591~364"
"1463",2017,2017-07-22,"SO1","0384","KS17-5591","KS17058200201707220384","KNE","K06","CO","Dredge","22",6,2017-07-22,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","K06 (115,117]","17K5591~384"
"1464",2017,2017-07-23,"SO1","0403","KS17-5591","KS17058200201707230403","KNE","K06","CO","Dredge","22",17,2017-07-23,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","K06 (115,117]","17K5591~403"
"1465",2017,2017-07-21,"SO2","0364","KS17-5591","KS17058200201707210364","KNE","K06","CO","Dredge","22",2,2017-07-21,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","K06 (115,117]","17K5591~364"
"1466",2017,2017-07-26,"SO1","0465","KS17-5591","KS17058200201707260465","KNE","K06","CO","Dredge","22",6,2017-07-26,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K06 (143,145]","17K5591~465"
"1467",2017,2017-07-23,"SO1","0401","KS17-5591","KS17058200201707230401","KNE","K06","CO","Dredge","22",3,2017-07-23,"850",144,"SH",NA,"WH",NA,NA,NA,"(143,145]","K06 (143,145]","17K5591~401"
"1468",2017,2017-07-24,"SO1","0424","KS17-5591","KS17058200201707240424","KNE","K06","CO","Dredge","22",2,2017-07-24,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K06 (143,145]","17K5591~424"
"1469",2017,2017-07-25,"SO2","0450","KS17-5591","KS17058200201707250450","KNE","K06","CO","Dredge","22",3,2017-07-25,"850",144,"SH",NA,"WH",NA,NA,NA,"(143,145]","K06 (143,145]","17K5591~450"
"1471",2017,2017-07-24,"SO1","0430","KS17-5591","KS17058200201707240430","KNE","K06","CO","Dredge","22",2,2017-07-24,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","K06 (133,135]","17K5591~430"
"1472",2017,2017-07-23,"SO2","0405","KS17-5591","KS17058200201707230405","KNE","K06","CO","Dredge","22",10,2017-07-23,"850",134,"SH",NA,"WH",NA,NA,NA,"(133,135]","K06 (133,135]","17K5591~405"
"1473",2017,2017-07-24,"SO1","0422","KS17-5591","KS17058200201707240422","KNE","K06","CO","Dredge","22",5,2017-07-24,"850",134,"SH",NA,"WH",NA,NA,NA,"(133,135]","K06 (133,135]","17K5591~422"
"1476",2017,2017-07-21,"SO2","0364","KS17-5591","KS17058200201707210364","KNE","K06","CO","Dredge","22",5,2017-07-21,"850",180,"SH",NA,"WH",NA,NA,NA,"(179,181]","K06 (179,181]","17K5591~364"
"1481",2017,2017-07-25,"SO1","0444","KS17-5591","KS17058200201707250444","KNE","K06","CO","Dredge","22",20,2017-07-25,"850",129,"SH",NA,"WH",NA,NA,NA,"(125,131]","K06 (125,131]","17K5591~444"
"1482",2017,2017-07-23,"SO2","0405","KS17-5591","KS17058200201707230405","KNE","K06","CO","Dredge","22",5,2017-07-23,"850",129,"SH",NA,"WH",NA,NA,NA,"(125,131]","K06 (125,131]","17K5591~405"
"1483",2017,2017-07-23,"SO1","0403","KS17-5591","KS17058200201707230403","KNE","K06","CO","Dredge","22",7,2017-07-23,"850",126,"SH",NA,"WH",NA,NA,NA,"(125,131]","K06 (125,131]","17K5591~403"
"1484",2017,2017-07-22,"SO1","0382","KS17-5591","KS17058200201707220382","KNE","K06","CO","Dredge","22",5,2017-07-22,"850",131,"SH",NA,"WH",NA,NA,NA,"(125,131]","K06 (125,131]","17K5591~382"
"1485",2017,2017-07-26,"SO1","0474","KS17-5591","KS17058200201707260474","KNE","K06","CO","Dredge","22",13,2017-07-26,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","K06 (125,131]","17K5591~474"
"1486",2017,2017-07-26,"SO1","0467","KS17-5591","KS17058200201707260467","KNE","K06","CO","Dredge","22",1,2017-07-26,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","K06 (131,133]","17K5591~467"
"1487",2017,2017-10-17,"SO1","0016","KS17-5623","KS17058200201710170016","KNE","K06","CO","Dredge","22",17,2017-10-17,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","K06 (131,133]","17K5623~016"
"1488",2017,2017-10-17,"SO1","0016","KS17-5623","KS17058200201710170016","KNE","K06","CO","Dredge","22",7,2017-10-17,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","K06 (131,133]","17K5623~016"
"1490",2017,2017-07-23,"SO1","0401","KS17-5591","KS17058200201707230401","KNE","K06","CO","Dredge","22",13,2017-07-23,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","K06 (131,133]","17K5591~401"
"1491",2017,2017-07-25,"SO2","0450","KS17-5591","KS17058200201707250450","KNE","K06","CO","Dredge","22",7,2017-07-25,"850",150,"SH",NA,"WH",NA,NA,NA,"(149,151]","K06 (149,151]","17K5591~450"
"1492",2017,2017-07-21,"SO2","0364","KS17-5591","KS17058200201707210364","KNE","K06","CO","Dredge","22",10,2017-07-21,"850",150,"SH",NA,"WH",NA,NA,NA,"(149,151]","K06 (149,151]","17K5591~364"
"1496",2017,2017-07-25,"SO1","0446","KS17-5591","KS17058200201707250446","KNE","K06","CO","Dredge","22",58,2017-07-25,"850",119,"SH",NA,"WH",NA,NA,NA,"(117,119]","K06 (117,119]","17K5591~446"
"1497",2017,2017-07-21,"SO1","0366","KS17-5591","KS17058200201707210366","KNE","K06","CO","Dredge","22",4,2017-07-21,"850",119,"SH",NA,"WH",NA,NA,NA,"(117,119]","K06 (117,119]","17K5591~366"
"1499",2017,2017-07-26,"SO1","0469","KS17-5591","KS17058200201707260469","KNE","K06","CO","Dredge","22",56,2017-07-26,"850",118,"SH",NA,"WH",NA,NA,NA,"(117,119]","K06 (117,119]","17K5591~469"
"1501",2017,2017-07-21,"SO1","0366","KS17-5591","KS17058200201707210366","KNE","K06","CO","Dredge","22",54,2017-07-21,"850",90,"SH",NA,"WH",NA,NA,NA,"(89,91]","K06 (89,91]","17K5591~366"
"1502",2017,2017-07-24,"SO1","0424","KS17-5591","KS17058200201707240424","KNE","K06","CO","Dredge","22",52,2017-07-24,"850",91,"SH",NA,"WH",NA,NA,NA,"(89,91]","K06 (89,91]","17K5591~424"
"1506",2017,2017-07-22,"SO1","0382","KS17-5591","KS17058200201707220382","KNE","K06","CO","Dredge","22",45,2017-07-22,"850",100,"SH",NA,"WH",NA,NA,NA,"(99,101]","K06 (99,101]","17K5591~382"
"1507",2017,2017-07-24,"SO1","0428","KS17-5591","KS17058200201707240428","KNE","K06","CO","Dredge","22",45,2017-07-24,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","K06 (99,101]","17K5591~428"
"1508",2017,2017-07-25,"SO1","0448","KS17-5591","KS17058200201707250448","KNE","K06","CO","Dredge","22",53,2017-07-25,"850",100,"SH",NA,"WH",NA,NA,NA,"(99,101]","K06 (99,101]","17K5591~448"
"1509",2017,2017-07-26,"SO1","0467","KS17-5591","KS17058200201707260467","KNE","K06","CO","Dredge","22",51,2017-07-26,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","K06 (99,101]","17K5591~467"
"1510",2017,2017-07-22,"SO1","0378","KS17-5591","KS17058200201707220378","KNE","K06","CO","Dredge","22",41,2017-07-22,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","K06 (99,101]","17K5591~378"
"1511",2017,2017-07-22,"SO1","0378","KS17-5591","KS17058200201707220378","KNE","K06","CO","Dredge","22",51,2017-07-22,"850",87,"SH",NA,"WH",NA,NA,NA,"(85,87]","K06 (85,87]","17K5591~378"
"1513",2017,2017-07-22,"SO1","0380","KS17-5591","KS17058200201707220380","KNE","K06","CO","Dredge","22",58,2017-07-22,"850",86,"SH",NA,"WH",NA,NA,NA,"(85,87]","K06 (85,87]","17K5591~380"
"1516",2017,2017-07-22,"SO1","0380","KS17-5591","KS17058200201707220380","KNE","K06","CO","Dredge","22",8,2017-07-22,"850",120,"SH",NA,"WH",NA,NA,NA,"(119,121]","K06 (119,121]","17K5591~380"
"1521",2017,2017-07-22,"SO1","0380","KS17-5591","KS17058200201707220380","KNE","K06","CO","Dredge","22",48,2017-07-22,"850",88,"SH",NA,"WH",NA,NA,NA,"(87,89]","K06 (87,89]","17K5591~380"
"1526",2017,2017-07-22,"SO1","0386","KS17-5591","KS17058200201707220386","KNE","K06","CO","Dredge","22",19,2017-07-22,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","K06 (135,137]","17K5591~386"
"1527",2017,2017-07-25,"SO1","0452","KS17-5591","KS17058200201707250452","KNE","K06","CO","Dredge","22",3,2017-07-25,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","K06 (135,137]","17K5591~452"
"1530",2017,2017-10-27,"SO1","0088","KS17-5623","KS17058200201710270088","KNE","K06","CO","Dredge","22",5,2017-10-27,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","K06 (135,137]","17K5623~088"
"1531",2017,2017-07-23,"SO1","0401","KS17-5591","KS17058200201707230401","KNE","K06","CO","Dredge","22",53,2017-07-23,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K06 (97,99]","17K5591~401"
"1532",2017,2017-07-26,"SO1","0471","KS17-5591","KS17058200201707260471","KNE","K06","CO","Dredge","22",42,2017-07-26,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K06 (97,99]","17K5591~471"
"1533",2017,2017-07-26,"SO1","0465","KS17-5591","KS17058200201707260465","KNE","K06","CO","Dredge","22",46,2017-07-26,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K06 (97,99]","17K5591~465"
"1534",2017,2017-07-23,"SO1","0399","KS17-5591","KS17058200201707230399","KNE","K06","CO","Dredge","22",48,2017-07-23,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K06 (97,99]","17K5591~399"
"1535",2017,2017-07-24,"SO1","0428","KS17-5591","KS17058200201707240428","KNE","K06","CO","Dredge","22",55,2017-07-24,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","K06 (97,99]","17K5591~428"
"1536",2017,2017-07-25,"SO1","0452","KS17-5591","KS17058200201707250452","KNE","K06","CO","Dredge","22",53,2017-07-25,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","K06 (111,113]","17K5591~452"
"1537",2017,2017-07-22,"SO1","0384","KS17-5591","KS17058200201707220384","KNE","K06","CO","Dredge","22",56,2017-07-22,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","K06 (111,113]","17K5591~384"
"1541",2017,2017-07-25,"SO2","0450","KS17-5591","KS17058200201707250450","KNE","K06","CO","Dredge","22",1,2017-07-25,"850",148,"SH",NA,"WH",NA,NA,NA,"(147,149]","K06 (147,149]","17K5591~450"
"1543",2017,2017-07-25,"SO2","0450","KS17-5591","KS17058200201707250450","KNE","K06","CO","Dredge","22",10,2017-07-25,"850",149,"SH",NA,"WH",NA,NA,NA,"(147,149]","K06 (147,149]","17K5591~450"
"1545",2017,2017-07-22,"SO1","0386","KS17-5591","KS17058200201707220386","KNE","K06","CO","Dredge","22",9,2017-07-22,"850",149,"SH",NA,"WH",NA,NA,NA,"(147,149]","K06 (147,149]","17K5591~386"
"1546",2017,2017-07-23,"SO1","0403","KS17-5591","KS17058200201707230403","KNE","K06","CO","Dredge","22",57,2017-07-23,"850",103,"SH",NA,"WH",NA,NA,NA,"(101,103]","K06 (101,103]","17K5591~403"
"1547",2017,2017-07-23,"SO1","0407","KS17-5591","KS17058200201707230407","KNE","K06","CO","Dredge","22",54,2017-07-23,"850",103,"SH",NA,"WH",NA,NA,NA,"(101,103]","K06 (101,103]","17K5591~407"
"1549",2017,2017-07-24,"SO1","0424","KS17-5591","KS17058200201707240424","KNE","K06","CO","Dredge","22",42,2017-07-24,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","K06 (101,103]","17K5591~424"
"1551",2017,2017-07-23,"SO1","0399","KS17-5591","KS17058200201707230399","KNE","K06","CO","Dredge","22",8,2017-07-23,"850",154,"SH",NA,"WH",NA,NA,NA,"(153,155]","K06 (153,155]","17K5591~399"
"1552",2017,2017-07-23,"SO1","0407","KS17-5591","KS17058200201707230407","KNE","K06","CO","Dredge","22",4,2017-07-23,"850",154,"SH",NA,"WH",NA,NA,NA,"(153,155]","K06 (153,155]","17K5591~407"
"1553",2017,2017-07-24,"SO1","0428","KS17-5591","KS17058200201707240428","KNE","K06","CO","Dredge","22",15,2017-07-24,"850",154,"SH",NA,"WH",NA,NA,NA,"(153,155]","K06 (153,155]","17K5591~428"
"1556",2017,2017-07-25,"SO1","0452","KS17-5591","KS17058200201707250452","KNE","K06","CO","Dredge","22",43,2017-07-25,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K06 (105,107]","17K5591~452"
"1557",2017,2017-07-23,"SO1","0399","KS17-5591","KS17058200201707230399","KNE","K06","CO","Dredge","22",58,2017-07-23,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K06 (105,107]","17K5591~399"
"1560",2017,2017-07-23,"SO1","0401","KS17-5591","KS17058200201707230401","KNE","K06","CO","Dredge","22",43,2017-07-23,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K06 (105,107]","17K5591~401"
"1561",2017,2017-07-25,"SO2","0450","KS17-5591","KS17058200201707250450","KNE","K06","CO","Dredge","22",9,2017-07-25,"850",147,"SH",NA,"WH",NA,NA,NA,"(145,147]","K06 (145,147]","17K5591~450"
"1562",2017,2017-07-23,"SO2","0405","KS17-5591","KS17058200201707230405","KNE","K06","CO","Dredge","22",2,2017-07-23,"850",146,"SH",NA,"WH",NA,NA,NA,"(145,147]","K06 (145,147]","17K5591~405"
"1566",2017,2017-07-25,"SO1","0444","KS17-5591","KS17058200201707250444","KNE","K06","CO","Dredge","22",50,2017-07-25,"850",110,"SH",NA,"WH",NA,NA,NA,"(109,111]","K06 (109,111]","17K5591~444"
"1567",2017,2017-07-23,"SO2","0405","KS17-5591","KS17058200201707230405","KNE","K06","CO","Dredge","22",6,2017-07-23,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","K06 (109,111]","17K5591~405"
"1568",2017,2017-07-25,"SO1","0448","KS17-5591","KS17058200201707250448","KNE","K06","CO","Dredge","22",43,2017-07-25,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","K06 (109,111]","17K5591~448"
"1571",2017,2017-07-23,"SO2","0405","KS17-5591","KS17058200201707230405","KNE","K06","CO","Dredge","22",9,2017-07-23,"850",122,"SH",NA,"WH",NA,NA,NA,"(121,123]","K06 (121,123]","17K5591~405"
"1573",2017,2017-10-27,"SO1","0088","KS17-5623","KS17058200201710270088","KNE","K06","CO","Dredge","22",55,2017-10-27,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","K06 (121,123]","17K5623~088"
"1576",2017,2017-07-23,"SO1","0407","KS17-5591","KS17058200201707230407","KNE","K06","CO","Dredge","22",44,2017-07-23,"850",84,"SH",NA,"WH",NA,NA,NA,"(83,85]","K06 (83,85]","17K5591~407"
"1581",2017,2017-07-24,"SO1","0430","KS17-5591","KS17058200201707240430","KNE","K06","CO","Dredge","22",42,2017-07-24,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","K06 (95,97]","17K5591~430"
"1582",2017,2017-07-26,"SO1","0471","KS17-5591","KS17058200201707260471","KNE","K06","CO","Dredge","22",52,2017-07-26,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","K06 (95,97]","17K5591~471"
"1585",2017,2017-07-24,"SO1","0422","KS17-5591","KS17058200201707240422","KNE","K06","CO","Dredge","22",55,2017-07-24,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","K06 (95,97]","17K5591~422"
"1586",2017,2017-07-26,"SO1","0467","KS17-5591","KS17058200201707260467","KNE","K06","CO","Dredge","22",11,2017-07-26,"850",139,"SH",NA,"WH",NA,NA,NA,"(137,139]","K06 (137,139]","17K5591~467"
"1587",2017,2017-07-25,"SO1","0444","KS17-5591","KS17058200201707250444","KNE","K06","CO","Dredge","22",10,2017-07-25,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","K06 (137,139]","17K5591~444"
"1591",2017,2017-07-25,"SO1","0446","KS17-5591","KS17058200201707250446","KNE","K06","CO","Dredge","22",8,2017-07-25,"850",143,"SH",NA,"WH",NA,NA,NA,"(141,143]","K06 (141,143]","17K5591~446"
"1596",2017,2017-07-26,"SO1","0469","KS17-5591","KS17058200201707260469","KNE","K06","CO","Dredge","22",46,2017-07-26,"850",114,"SH",NA,"WH",NA,NA,NA,"(113,115]","K06 (113,115]","17K5591~469"
"1598",2017,2017-07-26,"SO1","0467","KS17-5591","KS17058200201707260467","KNE","K06","CO","Dredge","22",41,2017-07-26,"850",115,"SH",NA,"WH",NA,NA,NA,"(113,115]","K06 (113,115]","17K5591~467"
"1601",2017,2017-07-26,"SO1","0469","KS17-5591","KS17058200201707260469","KNE","K06","CO","Dredge","22",16,2017-07-26,"850",170,"SH",NA,"WH",NA,NA,NA,"(169,171]","K06 (169,171]","17K5591~469"
"1606",2017,2017-07-26,"SO1","0471","KS17-5591","KS17058200201707260471","KNE","K06","CO","Dredge","22",12,2017-07-26,"850",177,"SH",NA,"WH",NA,NA,NA,"(175,177]","K06 (175,177]","17K5591~471"
"1611",2017,2017-10-17,"SO1","0018","KS17-5623","KS17058200201710170018","KNE","K02","CO","Dredge","22",17,2017-10-17,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","K02 (121,123]","17K5623~018"
